MonthlyDisposableIncome,MonthlyLoanInstallment,YearOfBirth,Collateral,MaritalStatus,DaysPastDue
3243,1077,'1974',No,1,94
5174,1233,'1983',Yes,1,0
2366,1159,'1985',No,0,98
3913,1235,'1994',No,0,92
2625,1045,'1986',No,1,96
4016,1297,'1977',No,1,0
2601,1001,'1979',No,0,92
4418,1118,'1956',No,1,0
4252,1431,'1982',No,1,0
4061,1279,'1961',Yes,1,0
3333,1404,'1983',Yes,1,30
3922,1072,'1988',Yes,1,0
2314,987,'1977',Yes,1,28
3047,1043,'1979',No,1,58
2261,1092,'1980',Yes,1,93
2945,913,'1977',No,1,38
2526,1145,'1973',No,0,93
5959,1145,'1989',No,1,0
2714,958,'1971',Yes,1,0
3986,1330,'1992',Yes,1,0
3806,1283,'1982',No,0,94
3788,1591,'1960',Yes,0,94
3829,922,'1989',No,0,0
3351,1328,'1979',Yes,1,18
3611,1247,'1992',No,0,92
3204,1115,'1957',Yes,0,47
4971,1576,'1983',No,0,0
4049,1274,'1990',Yes,0,0
4666,1540,'1991',Yes,0,0
2653,1072,'1961',Yes,1,92
2485,1096,'1983',No,1,96
3846,1090,'1980',Yes,0,0
4035,1194,'1984',Yes,0,0
4424,1322,'1982',Yes,1,0
4602,1437,'1994',Yes,1,0
2812,782,'1975',No,1,78
3173,1126,'1985',No,0,94
2101,1066,'1985',No,0,100
2862,936,'1989',Yes,0,0
5002,1370,'1988',No,1,0
2610,939,'1976',Yes,0,91
6224,1161,'1970',No,1,0
3325,1150,'1980',Yes,0,46
1064,861,'1971',No,1,117
2841,1176,'1963',Yes,1,96
4333,1427,'1978',Yes,1,0
4932,1291,'1987',No,1,75
4760,1070,'1962',Yes,1,0
5014,1137,'1993',No,1,62
5373,935,'1965',Yes,0,0
4511,1023,'1978',No,1,0
3922,864,'1950',Yes,0,0
1759,673,'1987',Yes,1,0
1666,1024,'1965',Yes,1,105
3371,867,'1990',Yes,1,0
5560,1216,'1973',No,1,0
4503,1326,'1992',Yes,1,0
2495,940,'1984',No,0,94
1881,1161,'1971',Yes,1,100
2956,947,'1983',Yes,1,0
3234,965,'1984',Yes,1,0
1766,1135,'1961',Yes,0,100
3991,641,'1994',No,1,0
1778,1033,'1979',Yes,0,93
3715,1020,'1985',Yes,0,0
5826,961,'1995',No,0,0
3671,1049,'1985',No,1,92
3071,1118,'1986',Yes,1,92
4296,1120,'1991',Yes,0,0
3721,1186,'1988',No,0,61
5437,1179,'1988',No,1,0
3529,1230,'1985',No,0,96
1881,953,'1978',Yes,1,93
3224,1029,'1983',Yes,1,0
3755,1364,'1980',No,1,93
2608,549,'1987',Yes,0,0
6047,1195,'1991',Yes,1,0
2212,994,'1955',No,1,97
1837,722,'1976',No,0,96
3319,1637,'1990',Yes,1,94
2555,823,'1993',Yes,1,0
4560,1452,'1987',No,0,95
3372,1228,'1984',No,0,49
2493,1390,'1985',Yes,0,97
4351,1173,'1988',No,0,0
3202,892,'1980',Yes,1,0
4879,1108,'1987',No,0,0
3724,1138,'1959',Yes,0,0
4207,810,'1973',No,0,0
3138,947,'1990',Yes,1,0
3958,1140,'1985',Yes,0,27
3932,944,'1995',No,1,0
3266,1255,'1988',No,1,92
2444,963,'1988',No,1,92
3489,1240,'1978',No,1,96
2292,981,'1974',Yes,0,94
4038,1386,'1986',No,0,14
4851,1075,'1976',Yes,0,0
3362,1089,'1987',No,1,31
3888,922,'1983',No,1,0
2606,824,'1980',Yes,1,0
4272,1222,'1954',Yes,1,0
4243,1267,'1972',No,0,92
3988,1236,'1983',Yes,1,0
4189,1154,'1989',Yes,1,0
2917,912,'1988',Yes,1,0
4305,1397,'1976',Yes,1,0
3607,1477,'1975',No,0,94
2726,791,'1989',No,1,49
2697,1602,'1962',Yes,1,98
2528,1311,'1979',Yes,0,98
2094,1068,'1980',Yes,1,96
795,725,'1981',No,0,122
3703,1246,'1988',Yes,0,83
4097,1255,'1993',Yes,1,0
3488,1403,'1977',Yes,0,0
2319,949,'1988',Yes,1,93
4493,1100,'1982',No,1,0
3825,1146,'1977',No,0,44
5302,1345,'1984',Yes,1,0
3890,775,'1969',Yes,0,0
2541,1183,'1984',Yes,1,94
4814,1341,'1991',Yes,1,0
4347,1218,'1963',No,1,94
2876,725,'1978',No,1,0
4170,1044,'1986',Yes,0,0
3567,1268,'1955',Yes,1,93
5035,1060,'1987',Yes,1,0
3440,875,'1985',Yes,1,0
2847,1056,'1981',Yes,1,0
2694,1054,'1953',No,1,95
5304,956,'1990',No,0,0
5482,1215,'1966',Yes,1,0
2674,639,'1952',Yes,0,0
1506,742,'1993',Yes,1,96
4081,981,'1964',Yes,1,0
5787,1551,'1989',Yes,1,0
4261,904,'1988',Yes,1,0
3851,1025,'1981',No,1,76
4432,1046,'1972',No,1,0
4121,1171,'1985',Yes,0,0
2534,933,'1977',Yes,1,0
4290,1065,'1988',No,0,0
3564,1105,'1959',No,0,92
5318,874,'1979',No,1,0
3803,1174,'1961',No,1,93
3891,1045,'1977',Yes,1,0
4418,1127,'1984',Yes,1,0
4101,973,'1988',Yes,1,0
4124,1121,'1987',Yes,1,0
3855,1421,'1959',Yes,1,95
3596,1007,'1990',Yes,0,0
2287,824,'1972',Yes,1,0
4123,833,'1993',No,1,0
4941,1015,'1984',Yes,1,0
2789,837,'1989',Yes,1,0
3589,801,'1963',Yes,1,0
3437,1169,'1983',No,0,88
4497,1016,'1986',No,0,0
1095,1138,'1987',Yes,1,126
4201,1170,'1985',No,1,0
3513,1354,'1943',Yes,0,93
3168,977,'1968',Yes,1,0
4532,1185,'1987',Yes,0,0
2879,1000,'1971',No,1,97
3558,1313,'1979',No,0,92
3240,1083,'1985',Yes,1,0
2712,1292,'1980',Yes,1,42
4893,1247,'1986',Yes,0,0
3180,947,'1983',Yes,1,0
3659,946,'1985',Yes,0,0
3839,1067,'1968',Yes,0,0
3099,1196,'1979',Yes,1,0
3127,1428,'1995',Yes,1,71
2752,1364,'1976',Yes,1,95
3124,1337,'1993',Yes,0,0
3301,970,'1981',Yes,0,0
3414,1217,'1993',Yes,1,0
4297,1176,'1984',No,0,0
4821,1167,'1974',Yes,1,0
3698,530,'1977',Yes,1,0
2408,1028,'1986',No,0,95
3590,1267,'1988',No,1,29
5865,1114,'1986',No,1,2
4030,1402,'1988',Yes,1,0
1721,1300,'1980',Yes,1,105
5232,1044,'1941',No,1,0
5713,1195,'1970',No,1,8
2553,931,'1967',No,0,92
4057,1009,'1984',Yes,0,0
2057,1285,'1961',No,0,104
3771,1280,'1959',Yes,1,3
4034,1118,'1979',Yes,1,0
1241,1002,'1988',No,1,114
4656,1193,'1987',Yes,1,0
4118,1048,'1979',Yes,0,0
2519,1288,'1992',Yes,1,96
1779,835,'1982',Yes,1,72
3460,1188,'1981',Yes,1,76
4440,1300,'1981',Yes,0,0
3994,895,'1982',Yes,1,0
2556,1298,'1945',No,1,105
4579,1097,'1986',No,1,0
3816,1154,'1990',No,1,93
3271,1364,'1993',Yes,0,92
3970,1086,'1977',Yes,1,0
2894,841,'1987',Yes,0,0
2652,1170,'1986',No,0,100
3880,1215,'1991',No,0,93
3929,1220,'1966',No,1,60
3401,961,'1994',Yes,1,0
3432,1308,'1990',Yes,1,0
3338,1011,'1982',Yes,1,0
4019,1084,'1985',Yes,0,0
2971,832,'1983',No,1,0
4786,1145,'1973',Yes,1,0
2042,1134,'1981',Yes,1,95
3452,750,'1980',Yes,0,0
2783,1280,'1991',No,1,96
2565,942,'1981',No,1,44
3028,870,'1978',Yes,1,0
5346,1034,'1993',Yes,0,0
2834,945,'1980',No,0,92
2211,1024,'1987',No,0,96
2319,1509,'1939',Yes,0,103
3288,1117,'1957',Yes,1,0
1571,1231,'1985',Yes,1,106
1874,975,'1951',No,0,100
2967,473,'1972',Yes,1,0
5113,1253,'1964',No,0,0
1949,781,'1986',Yes,0,0
2390,1192,'1977',No,1,97
5251,1090,'1987',Yes,0,0
3066,1022,'1986',Yes,1,0
3320,1031,'1985',No,1,36
4380,1020,'1977',No,1,0
2360,1133,'1981',Yes,1,39
3216,1211,'1982',No,0,93
4356,1370,'1970',No,1,93
4592,1322,'1978',Yes,1,0
1755,987,'1989',No,1,101
2291,1209,'1982',Yes,1,92
3636,925,'1972',No,1,0
4308,1296,'1984',Yes,0,2
2987,1018,'1991',Yes,1,77
3297,1152,'1976',Yes,1,0
3076,1144,'1990',No,0,95
4003,1242,'1965',Yes,1,0
2092,935,'1937',No,1,104
2963,964,'1963',No,1,76
3104,1394,'1971',No,1,98
2865,1393,'1992',No,1,99
4422,1221,'1978',No,1,38
4734,1240,'1970',No,1,0
1658,1135,'1984',Yes,1,98
2087,1275,'1960',No,0,99
3539,1121,'1989',No,1,93
2202,758,'1992',Yes,1,0
2693,1078,'1991',No,1,93
1958,1121,'1945',No,1,106
3233,1165,'1965',No,0,97
2314,933,'1967',No,1,92
2064,992,'1945',Yes,1,93
5485,1264,'1984',Yes,1,0
3075,1320,'1988',Yes,1,8
4483,970,'1987',No,1,0
2984,902,'1994',Yes,0,0
3322,1345,'1985',No,1,97
4109,943,'1979',No,0,0
4356,1453,'1941',No,1,92
2413,653,'1976',Yes,1,0
3943,871,'1992',No,1,0
3866,767,'1978',Yes,1,0
5555,1332,'1991',Yes,0,0
4574,961,'1964',Yes,1,0
3818,1091,'1989',No,1,39
3140,1021,'1981',No,1,91
3966,1069,'1974',No,1,0
3092,1006,'1989',Yes,1,0
4080,1091,'1984',No,1,6
2584,892,'1984',No,0,0
2856,1050,'1959',No,1,97
4036,1204,'1973',Yes,0,46
3159,972,'1967',Yes,1,0
3797,1224,'1982',Yes,1,0
3778,1418,'1973',No,1,87
1213,773,'1985',No,0,110
3619,1168,'1992',Yes,1,0
4504,1001,'1994',No,0,0
3818,1081,'1970',Yes,1,0
4047,1091,'1963',Yes,1,0
3846,1047,'1995',Yes,1,0
1762,992,'1994',Yes,1,99
3310,832,'1980',Yes,0,0
2505,1136,'1991',Yes,1,91
4635,1296,'1987',Yes,0,0
3621,1409,'1992',No,0,94
3503,1257,'1976',Yes,0,0
4689,1312,'1987',Yes,1,0
2038,916,'1961',No,0,95
3572,897,'1993',Yes,0,0
3154,948,'1971',No,0,0
3519,1153,'1991',No,0,98
4101,1232,'1940',No,1,93
4358,979,'1987',Yes,0,0
3281,767,'1985',No,1,0
3195,1177,'1984',No,0,95
3871,1139,'1986',Yes,1,0
4224,1028,'1987',No,1,0
3795,1143,'1978',Yes,1,0
1406,1246,'1978',Yes,0,109
4440,1181,'1977',Yes,0,0
3376,1395,'1987',No,1,97
4210,1164,'1983',Yes,1,0
2370,867,'1967',No,1,94
2498,766,'1988',Yes,1,0
4724,1267,'1974',Yes,1,0
3737,1196,'1960',Yes,1,0
4015,1131,'1983',Yes,0,0
2928,1331,'1983',No,0,96
2969,669,'1964',Yes,1,0
4332,1169,'1994',Yes,0,0
3261,1017,'1992',Yes,1,0
2188,1092,'1981',Yes,1,95
3856,1154,'1967',Yes,1,0
3041,1071,'1973',No,1,93
2891,1059,'1984',Yes,0,0
2878,928,'1964',Yes,1,6
3289,830,'1968',Yes,0,0
4132,1001,'1992',No,0,53
4428,925,'1993',Yes,0,0
5652,1126,'1991',Yes,1,0
3481,1316,'1988',Yes,0,44
3737,845,'1950',No,1,94
4919,1428,'1966',No,1,0
2990,1265,'1963',Yes,0,92
3346,844,'1992',No,1,0
5642,1051,'1973',No,0,0
4651,895,'1972',Yes,1,0
3006,1259,'1984',No,1,95
4091,1324,'1980',Yes,1,0
4874,1316,'1994',Yes,1,0
3417,936,'1991',No,0,0
2823,872,'1982',No,0,0
5367,1113,'1996',No,1,0
2512,700,'1992',No,1,97
1503,861,'1982',Yes,0,93
2591,889,'1954',No,1,95
4565,1323,'1983',Yes,1,0
4934,1380,'1956',No,1,8
4476,1412,'1995',No,1,95
3874,1103,'1988',Yes,1,0
3528,1055,'1990',No,1,93
4654,1108,'1984',No,0,0
3111,785,'1982',No,1,13
4461,992,'1991',Yes,1,0
3727,1586,'1962',Yes,1,47
3777,570,'1975',No,0,0
4356,1052,'1992',Yes,1,0
3167,1104,'1977',No,0,59
3278,721,'1992',No,0,2
3292,878,'1986',Yes,0,0
2909,808,'1949',No,1,95
3782,1135,'1984',No,1,92
4111,1089,'1973',Yes,0,0
3877,876,'1987',No,0,0
3673,1316,'1982',No,1,30
4062,1095,'1982',No,1,92
2617,1085,'1991',No,0,100
2737,1470,'1985',Yes,1,99
3894,781,'1963',No,1,0
1742,1579,'1984',Yes,1,110
4429,1132,'1988',No,1,0
3872,980,'1979',Yes,1,0
3355,1035,'1990',Yes,1,0
2788,1070,'1983',No,1,83
4037,1393,'1979',Yes,0,0
4212,784,'1987',No,0,0
4743,1404,'1983',Yes,1,0
3399,883,'1985',No,0,22
3370,955,'1980',No,1,0
3686,1053,'1994',Yes,0,0
2044,1116,'1985',No,0,100
5139,952,'1959',No,0,0
1260,1045,'1995',Yes,0,110
554,554,'1988',No,1,124
3882,1354,'1967',Yes,0,0
4474,1176,'1966',Yes,1,0
3262,1011,'1991',No,1,91
3865,1184,'1989',Yes,0,0
2758,993,'1985',Yes,1,0
3958,513,'1993',Yes,0,0
5056,1023,'1967',No,0,0
3455,1101,'1974',Yes,1,0
3253,1330,'1980',No,1,0
2867,983,'1978',No,1,92
3793,1389,'1946',No,1,95
1533,791,'1985',No,1,104
2345,1011,'1975',Yes,0,0
4235,825,'1952',Yes,1,0
3801,1192,'1971',No,1,93
3766,1185,'1986',Yes,1,0
1695,1086,'1983',No,0,102
4235,702,'1983',No,1,0
3628,996,'1993',No,1,0
4822,1651,'1960',No,1,93
4745,1278,'1982',Yes,1,0
3330,1062,'1958',No,0,8
2967,1241,'1983',No,1,94
2744,1333,'1989',Yes,1,93
3178,1136,'1972',No,0,92
4655,901,'1989',No,0,0
4347,1114,'1987',No,1,0
4337,1390,'1980',Yes,1,0
3276,684,'1969',Yes,1,0
3984,1145,'1992',Yes,0,0
2666,1113,'1972',No,1,95
4488,1271,'1950',Yes,0,0
2719,667,'1980',Yes,1,0
4776,1146,'1988',No,1,0
5047,1138,'1965',No,0,18
3861,865,'1987',Yes,0,0
2813,993,'1968',Yes,1,0
4508,961,'1971',Yes,0,0
2470,1266,'1993',Yes,1,96
3581,1012,'1989',Yes,0,0
4254,1215,'1969',Yes,0,0
3959,925,'1984',Yes,1,0
3690,666,'1993',No,1,0
2527,870,'1952',No,1,97
4753,1209,'1949',No,1,93
4098,1024,'1993',Yes,1,0
3025,1156,'1985',No,1,94
3787,970,'1980',Yes,0,0
1900,1093,'1976',No,1,102
3275,1250,'1985',No,0,98
3777,1401,'1973',No,1,95
2384,876,'1970',Yes,1,0
4759,983,'1985',No,1,48
3329,898,'1983',No,1,91
3780,1281,'1982',Yes,1,80
3332,824,'1982',Yes,1,0
3225,960,'1975',Yes,1,0
2009,1185,'1984',Yes,1,97
2796,970,'1967',No,0,97
1733,1229,'1978',Yes,1,100
1959,1218,'1999',No,1,109
3898,1239,'1979',Yes,0,0
4834,1011,'1985',No,1,0
3848,1100,'1971',Yes,1,0
2473,971,'1988',Yes,1,73
2594,767,'1987',Yes,0,0
5206,1209,'1975',Yes,1,0
4156,1055,'1984',Yes,1,0
3090,1023,'1980',Yes,0,0
3575,1213,'1989',No,1,63
4302,1026,'1988',Yes,0,0
3985,1521,'1983',Yes,1,35
2292,814,'1987',No,1,96
1568,929,'1990',Yes,1,97
3133,1076,'1991',Yes,1,0
4485,1244,'1972',No,1,91
2171,1127,'1962',Yes,1,72
3881,1104,'1968',Yes,1,0
2609,1049,'1986',Yes,0,93
3927,1021,'1994',No,1,15
4639,1239,'1992',No,0,0
4308,1270,'1967',Yes,0,0
4383,1217,'1977',Yes,0,0
4707,951,'1955',Yes,1,0
3529,1141,'1986',No,1,92
2235,1172,'1983',No,1,99
4290,1019,'1989',No,0,0
3523,1246,'1991',No,1,94
2586,874,'1972',No,1,16
2353,1120,'1987',Yes,1,95
2689,1013,'1990',No,1,92
3526,766,'1952',Yes,1,0
3530,713,'1957',Yes,1,0
2286,996,'1987',Yes,1,59
5361,1255,'1983',Yes,1,0
2787,1178,'1987',Yes,0,0
4998,1294,'1984',Yes,1,0
2890,1238,'1968',No,1,97
4988,1253,'1953',Yes,1,11
4248,1064,'1968',Yes,1,0
2364,835,'1981',Yes,0,62
3890,1567,'1982',Yes,0,0
4349,1168,'1986',No,1,93
2602,877,'1987',Yes,1,0
3267,1772,'1980',Yes,1,96
3658,868,'1980',Yes,1,0
3575,1192,'1964',No,0,93
4000,964,'1981',Yes,1,0
4129,995,'1983',Yes,1,0
3377,1282,'1984',Yes,1,0
4372,901,'1966',Yes,0,0
2838,1465,'1961',No,1,105
3969,935,'1967',Yes,0,0
2167,973,'1962',Yes,0,93
2472,1190,'1987',No,0,96
5035,767,'1984',Yes,1,0
4973,660,'1992',Yes,0,0
1844,1021,'1986',Yes,1,99
3228,1208,'1988',No,1,69
3242,1234,'1980',Yes,1,0
4912,1403,'1992',Yes,1,0
3433,1242,'1984',Yes,1,89
3420,963,'1962',Yes,1,0
2926,908,'1946',No,1,96
3263,925,'1989',No,1,75
512,679,'1989',Yes,0,135
3021,1372,'1963',Yes,1,97
3641,725,'1978',No,0,0
3379,1000,'1980',No,1,0
3021,1160,'1978',No,1,96
3698,1410,'1982',Yes,0,22
3781,1133,'1969',Yes,0,66
5449,1337,'1991',Yes,1,0
3335,1332,'1974',Yes,1,0
5390,1163,'1993',No,1,0
4226,1316,'1984',No,0,0
2918,1177,'1986',Yes,1,12
3957,825,'1992',Yes,1,0
5147,1250,'1983',No,1,0
2401,1102,'1966',Yes,0,94
2778,886,'1986',Yes,1,60
3251,1166,'1961',No,0,98
2223,865,'1984',Yes,1,0
1446,828,'1988',Yes,0,101
4306,1256,'1988',Yes,0,0
2864,1227,'1970',Yes,0,91
2263,917,'1980',No,1,95
4087,1277,'1989',Yes,1,0
2542,1159,'1974',Yes,1,91
3955,1063,'1980',No,0,51
2548,965,'1990',Yes,1,21
121,963,'1974',Yes,0,0
3745,895,'1991',No,1,0
3835,1183,'1969',Yes,1,0
3509,1003,'1987',No,0,0
4245,906,'1977',Yes,1,0
1895,1114,'1978',Yes,0,97
2135,921,'1982',No,1,98
5657,1012,'1958',No,0,4
3214,913,'1969',No,0,54
5023,1176,'1980',No,0,0
3669,1212,'1987',No,1,28
3193,1228,'1964',Yes,1,92
4931,1023,'1983',No,1,0
2491,772,'1981',Yes,0,0
4359,1251,'1995',Yes,1,0
3880,879,'1990',No,1,13
4002,1260,'1991',Yes,0,0
3875,1006,'1981',No,0,0
3688,893,'1986',Yes,1,0
4000,933,'1971',Yes,0,0
3150,598,'1979',Yes,1,0
2454,1133,'1960',Yes,1,92
2662,1082,'1966',Yes,1,94
4093,825,'1978',No,1,0
2365,890,'1987',Yes,1,0
3012,1064,'1966',Yes,1,92
3194,1073,'1976',No,0,77
2891,1103,'1978',Yes,1,0
5260,1373,'1960',No,1,6
2688,924,'1983',No,1,75
2487,661,'1987',Yes,1,0
4117,1082,'1991',Yes,0,0
2564,809,'1994',Yes,0,0
2715,1363,'1976',No,0,98
3030,1079,'1975',Yes,1,0
3541,1343,'1980',Yes,1,0
3978,1228,'1982',Yes,1,0
3207,1105,'1984',No,1,96
4439,1233,'1983',No,1,93
3434,1041,'1986',Yes,1,0
3395,695,'1990',Yes,1,0
3599,1453,'1976',Yes,1,41
1463,994,'1964',No,1,111
4077,1021,'1975',Yes,1,0
3637,1138,'1977',No,1,0
2989,1243,'1975',No,0,97
4963,1499,'1993',Yes,1,0
3194,1293,'1986',No,1,70
2803,1174,'1985',Yes,1,93
2593,1051,'1971',No,1,93
5250,1371,'1982',Yes,1,0
2904,912,'1988',No,1,91
5130,1401,'1992',Yes,0,0
4705,1040,'1991',No,1,0
3807,960,'1994',No,0,0
5701,1210,'1980',No,1,0
1412,763,'1973',Yes,0,100
2056,1087,'1945',No,1,107
2632,1272,'1982',No,1,96
4113,1019,'1965',Yes,1,0
2753,792,'1983',No,1,16
3838,1364,'1991',Yes,1,92
3421,1047,'1976',Yes,1,0
4361,1149,'1986',Yes,1,0
5616,1440,'1995',No,0,60
3794,1264,'1992',Yes,1,0
4350,1117,'1988',Yes,0,0
3561,1017,'1990',Yes,1,0
4208,1027,'1970',Yes,1,0
3712,1345,'1991',Yes,1,0
2687,904,'1981',Yes,0,0
2395,978,'1978',Yes,1,0
2699,958,'1979',Yes,1,0
3053,862,'1976',Yes,0,0
3975,766,'1959',No,0,0
5967,1353,'1948',Yes,1,0
3294,1220,'1986',Yes,0,14
5254,1422,'1989',Yes,0,0
3446,1002,'1987',No,1,0
4624,1623,'1991',No,1,94
4309,1401,'1988',Yes,0,0
2546,770,'1993',Yes,1,0
4593,1260,'1985',Yes,1,0
2640,951,'1963',No,1,81
2516,1121,'1964',Yes,1,94
3832,1042,'1985',No,1,70
3485,1229,'1995',Yes,1,21
3532,1194,'1955',No,1,95
3208,1154,'1952',Yes,1,92
2871,979,'1986',Yes,1,0
3299,1250,'1993',Yes,0,0
3870,1075,'1980',No,0,0
1980,1085,'1943',No,1,108
3055,879,'1988',No,1,56
4062,855,'1964',Yes,1,0
4483,1140,'1979',No,1,0
3198,1302,'1968',Yes,1,59
3584,1012,'1980',Yes,1,0
5589,1360,'1973',No,1,0
4108,1396,'1990',No,1,95
2751,897,'1989',No,1,96
2010,900,'1985',Yes,1,95
2140,724,'1973',Yes,1,19
3133,994,'1978',No,1,0
2664,1051,'1986',Yes,1,64
1733,1109,'1972',No,0,104
3649,997,'1978',Yes,1,0
4003,1099,'1957',Yes,1,0
3089,1088,'1989',No,1,0
3079,718,'1969',Yes,1,0
3706,1384,'1980',No,1,94
3675,911,'1988',No,0,29
5420,1525,'1990',Yes,1,0
3500,1107,'1972',Yes,1,0
3062,1102,'1976',No,1,92
3131,1147,'1986',Yes,1,58
4986,1400,'1989',Yes,0,0
3312,1113,'1979',No,1,91
4881,1070,'1969',Yes,0,0
4073,1092,'1982',Yes,0,0
3108,1027,'1988',Yes,0,0
3964,1364,'1936',Yes,0,81
2849,799,'1975',No,1,0
3288,1033,'1967',Yes,1,0
3451,1030,'1989',No,0,0
2942,939,'1984',No,1,93
4238,1162,'1987',Yes,1,0
5569,1375,'1982',Yes,1,0
2093,691,'1980',No,1,62
4185,730,'1983',No,1,0
3668,1033,'1977',No,1,0
2296,1131,'1992',No,1,97
4362,1196,'1968',Yes,0,0
3888,956,'1985',Yes,1,0
3664,848,'1950',No,1,92
4657,1163,'1992',No,0,69
3258,1229,'1979',No,0,92
2334,892,'1982',Yes,0,90
2405,979,'1951',No,0,98
3859,1071,'1984',Yes,0,0
2835,785,'1987',Yes,1,0
2295,818,'1986',No,0,95
4243,1310,'1979',Yes,1,0
3965,1260,'1984',No,1,43
3979,1067,'1980',No,1,0
4042,957,'1979',Yes,1,0
1688,901,'1970',Yes,1,92
3029,1277,'1975',Yes,0,73
2786,870,'1989',Yes,0,0
3168,784,'1984',No,1,0
4727,1025,'1982',Yes,0,0
4664,1310,'1977',Yes,1,0
2458,797,'1975',No,1,92
2757,1029,'1995',Yes,1,0
2116,719,'1974',Yes,1,0
2934,1125,'1987',No,0,92
4326,1124,'1980',Yes,1,0
3905,1328,'1994',No,1,94
3719,1189,'1986',Yes,1,92
3062,909,'1969',No,1,0
4804,1065,'1961',Yes,1,0
3884,1023,'1975',Yes,0,0
3210,719,'1968',Yes,1,0
3408,1127,'1989',Yes,1,59
4914,1298,'1990',Yes,1,0
3001,658,'1986',Yes,1,0
3236,816,'1974',Yes,0,0
2734,912,'1992',No,1,6
4413,867,'1948',No,1,0
2515,897,'1961',Yes,1,93
2162,1075,'1966',Yes,1,95
4906,970,'1988',Yes,0,0
2489,910,'1986',Yes,0,0
4600,1234,'1981',No,1,0
3405,865,'1964',Yes,1,0
3247,1516,'1990',Yes,1,99
4014,1352,'1974',Yes,1,0
2431,781,'1987',Yes,1,88
2774,1046,'1960',Yes,0,93
4271,1222,'1992',Yes,0,0
4467,838,'1990',No,1,0
3081,1250,'1983',No,0,93
2372,1012,'1975',No,1,97
3168,1098,'1983',No,1,91
4642,1073,'1982',No,0,0
4301,1385,'1988',Yes,1,0
2361,907,'1959',No,0,99
2742,1142,'1968',Yes,0,92
124,1226,'1984',Yes,1,541
4433,1177,'1983',Yes,1,0
2685,1263,'1977',Yes,1,93
4727,1469,'1981',No,1,0
4394,1179,'1950',No,1,0
2687,1004,'1989',Yes,1,65
3895,1046,'1982',Yes,1,0
3537,1016,'1987',No,1,0
2971,1033,'1984',Yes,1,0
3216,862,'1983',Yes,1,0
4021,982,'1970',Yes,1,0
3197,1096,'1973',Yes,1,0
2343,1170,'1987',No,0,98
3053,1086,'1988',Yes,0,91
2740,977,'1980',Yes,1,0
2038,783,'1971',No,1,0
3479,918,'1983',Yes,0,0
3364,1047,'1988',Yes,0,0
4621,1122,'1959',Yes,0,0
4252,1169,'1987',Yes,0,0
2836,698,'1976',No,1,0
3331,722,'1974',No,0,0
4095,1156,'1968',Yes,1,0
4202,1340,'1991',Yes,1,0
2380,1090,'1944',No,0,103
3417,825,'1976',Yes,1,0
2635,1130,'1981',Yes,1,91
3838,1198,'1979',Yes,0,0
4523,1101,'1987',Yes,1,0
60,664,'1979',No,1,0
4890,1263,'1984',Yes,1,0
3127,786,'1988',Yes,1,0
3485,1317,'1993',Yes,1,92
2827,988,'1990',No,1,92
2215,763,'1977',No,1,70
4147,1317,'1987',No,0,92
3536,1383,'1960',No,1,97
3160,1006,'1987',Yes,1,0
4185,865,'1981',Yes,1,0
738,1112,'1972',Yes,1,143
2585,1309,'1987',No,1,98
3409,1130,'1996',Yes,0,0
2343,744,'1994',No,1,91
4150,1173,'1976',No,1,0
4238,1256,'1984',No,1,0
2976,894,'1984',Yes,0,0
4382,1049,'1979',Yes,1,0
5601,1172,'1964',Yes,1,0
2125,1472,'1959',No,1,110
1931,669,'1988',No,1,92
3466,1219,'1985',Yes,0,0
1593,779,'1978',No,1,98
3395,975,'1993',Yes,1,0
2695,1029,'1977',Yes,1,38
4173,1140,'1984',No,0,0
3674,1304,'1993',Yes,1,37
2198,922,'1973',No,1,94
3443,739,'1985',No,1,0
2193,1121,'1973',Yes,0,95
3514,1123,'1991',Yes,0,0
4471,836,'1982',No,1,0
2632,840,'1993',No,1,0
2783,877,'1968',No,1,91
5324,1034,'1968',Yes,1,0
645,432,'1983',Yes,1,106
328,571,'1977',Yes,1,151
2895,757,'1981',Yes,0,0
3690,922,'1995',No,0,91
5020,1146,'1991',Yes,0,0
2968,1060,'1969',Yes,0,0
2656,1126,'1971',Yes,1,0
5829,1233,'1979',No,1,0
2055,982,'1983',Yes,0,93
4365,1438,'1981',No,1,33
3806,1205,'1988',Yes,1,0
4792,1181,'1987',Yes,0,0
4709,1100,'1985',Yes,0,0
3260,1020,'1979',No,0,91
3745,1282,'1981',Yes,0,0
5104,1111,'1984',No,0,0
3279,959,'1984',Yes,0,0
5074,1415,'1978',Yes,1,0
3809,936,'1984',No,1,6
4555,972,'1984',No,1,0
4224,359,'1978',No,0,0
4080,1111,'1987',Yes,1,0
3847,808,'1995',Yes,1,0
2010,900,'1982',Yes,0,93
4095,1226,'1979',Yes,1,0
2545,746,'1981',No,1,0
3574,637,'1963',No,1,0
3227,1001,'1994',No,1,94
2596,787,'1987',Yes,1,0
4118,1177,'1986',No,0,0
2306,981,'1979',Yes,1,8
3097,1185,'1990',Yes,0,46
3063,978,'1990',No,1,94
2812,960,'1990',Yes,1,26
3364,1098,'1983',Yes,1,1
3263,1251,'1986',Yes,0,0
3106,1153,'1943',Yes,1,91
5875,1165,'1972',No,1,0
4134,935,'1947',No,0,0
3040,914,'1994',Yes,1,0
